Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",5,4.18,Harper Business,Paperback,320,2006,1984,2017/05/26,2016/08/10,"on-kindle, dream-library","on-kindle (#96), dream-library (#18)",read,,,,1,,,0,,,,,
13417656,உடையார் - பாகம் 3 [Udaiyar - Part 3],Balakumaran,"Balakumaran, Balakumaran",,"=""""","=""""",0,4.27,Visa Publication,Paperback,504,,2011,,2018/06/12,currently-reading,currently-reading (#17),currently-reading,,,,1,,,0,,,,,
25276074,The Checklist Manifesto : How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0143423223""","=""9780143423225""",4,4.02,Penguin Books India,Paperback,209,2014,2009,2018/11/26,2018/10/31,,,read,,,Two types of checklist: <br/>1. Do confirm<br/>2. Read do,1,,,0,,,,,
36216128,பூனாச்சி அல்லது ஒரு வெள்ளாட்டின் கதை [Poonachi Allathu Oru Vellatin Kathai],Perumal Murugan,"Murugan, Perumal",பெருமாள் முருகன்,"=""""","=""""",2,4.11,Kalachuvadu Publications,Kindle Edition,213,2016,2018,2018/11/09,2018/11/02,"on-kindle, kindle-store, thamizh","on-kindle (#141), kindle-store (#17), thamizh (#21)",read,,,,1,,,0,,,,,
36270395,Historic Eight Documents,Charu Mazumder,"Mazumder, Charu",,"=""""","=""""",1,4.11,,,,,,2018/10/26,2018/10/24,,,read,,,,1,,,0,,,,,
12786668,Outlining Your Novel: Map Your Way to Success,K.M. Weiland,"Weiland, K.M.",,"=""0978924622""","=""9780978924621""",4,4.11,PenForASword Publishing,Paperback,186,2011,2011,2018/09/17,2018/09/13,on-kindle,on-kindle (#137),read,,,,1,,,0,,,,,
7103297,The Cost of Living,Arundhati Roy,"Roy, Arundhati",,"=""0307432092""","=""9780307432094""",4,4.07,Modern Library,ebook,144,2007,1999,2018/09/03,2018/08/30,on-kindle,on-kindle (#136),read,,,,1,,,0,,,,,
32859704,The Dhandho Investor: The Low-Risk Value Method to High Returns,Mohnish Pabrai,"Pabrai, Mohnish",,"=""8126564636""","=""9788126564637""",4,4.21,Wiley india Pvt. Ltd,Paperback,208,2016,2007,2018/08/24,2016/08/10,,,read,,,,1,,,0,,,,,
30838007,Getting Started with InnerSource,Andy Oram,"Oram, Andy",,"=""""","=""9781491937587""",3,3.56,O'Reilly,ebook,22,2015,,,2018/08/08,"o-reilly, e-book","o-reilly (#34), e-book (#70)",read,,,,1,,,0,,,,,
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",0,4.06,North River Press,Paperback,384,2004,1984,,2018/07/25,,,to-read,,,,0,,,0,,,,,
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",4,4.37,Harper Business,Hardcover,274,2016,2016,2018/07/13,2018/07/03,,,read,,,"Loss aversion,<br/>Prospect theory,<br/>Framing effect,<br/>Certainty effect,<br/>Mirroring,<br/>Tactical empathy,<br/>Calibrated questions: queries that the other side can respond to but that have no fixed answers.<br/><br/>Salary Negotiation:<br/>* Quote a range with your expectation as the lowest number<br/>* Let them give the number first<br/>* Never give a rounded number",1,,,0,,,,,
31941677,"Web Page Size, Speed, and Performance",Terrence Dorsey,"Dorsey, Terrence",,"=""1491950226""","=""9781491950227""",1,2.50,"O’Reilly Media, Inc",ebook,32,2015,,2018/07/06,2018/07/04,"e-book, technical","e-book (#69), technical (#64)",read,,,,1,,,0,,,,,
30309876,Gujarat Files: Anatomy of a Cover Up,Rana Ayyub,"Ayyub, Rana",Justice B N Srikrishna,"=""1943438889""","=""9781943438884""",3,3.85,Rana Ayyub,Paperback,214,2016,2016,2016/09/16,2016/09/17,,,read,,,,1,,,0,,,,,
493,My Inventions,Nikola Tesla,"Tesla, Nikola",,"=""1599869942""","=""9781599869940""",4,3.80,"Filiquarian Publishing, LLC.",Paperback,88,2006,1919,,2018/06/11,on-kindle,on-kindle (#132),read,,,,1,,,0,,,,,
40553166,The Glory of Hoysala Temples,Belur D.S. Prakash,"Prakash, Belur D.S.",,"=""""","=""""",0,4.50,,Paperback,,2018,,,2018/06/17,currently-reading,currently-reading (#14),currently-reading,,,,2,,,0,,,,,
34314211,Veerappan: Chasing the Brigand,K. Vijay Kumar,"Kumar, K. Vijay",,"=""8129145308""","=""9788129145307""",4,4.30,Rupa Publications India,Hardcover,263,2017,2017,2017/03/01,2017/02/28,"on-kindle, kindle-store","on-kindle (#94), kindle-store (#12)",read,,,,1,,,0,,,,,
34437370,"The Rise of Sivagami (Baahubali: Before the Beginning, #1)",Anand Neelakantan,"Neelakantan, Anand",,"=""""","=""""",3,3.82,Westland,Kindle Edition,490,2017,2017,2017/06/12,2017/06/02,"on-kindle, kindle-store","on-kindle (#97), kindle-store (#11)",read,,,,1,,,0,,,,,
75893,The Little Book of Value Investing,Christopher H. Browne,"Browne, Christopher H.",Roger Lowenstein,"=""0470055898""","=""9780470055892""",5,4.11,Wiley,Hardcover,208,2006,2006,2018/01/28,2017/12/24,"investopedia, on-kindle, short-reads, dream-library, kindle-store","investopedia (#1), on-kindle (#109), short-reads (#120), dream-library (#41), kindle-store (#9)",read,,,,1,,,0,,,,,
13380931,The Living Mountain: A Celebration of the Cairngorm Mountains of Scotland (Canons),Nan Shepherd,"Shepherd, Nan",,"=""""","=""""",4,4.30,,Kindle Edition,108,,1977,2018/04/22,2018/04/19,"on-kindle, kindle-store","on-kindle (#125), kindle-store (#5)",read,,,,1,,,0,,,,,
18922758,Intimacy: Trusting Oneself and the Other (Osho Insights for a New Way of Living),Osho,"Osho, Osho",,"=""""","=""""",2,4.15,St. Martin's Griffin,Kindle Edition,192,2007,2001,,2018/05/10,"on-kindle, kindle-store","on-kindle (#130), kindle-store (#2)",read,,,,2,,,0,,,,,
29852119,"Endurance: A Year in Space, A Lifetime of Discovery",Scott    Kelly,"Kelly, Scott",,"=""""","=""9781524731601""",5,4.13,Alfred A. Knopf,ebook,400,2017,2017,2018/06/05,2018/05/30,"on-kindle, dream-library","on-kindle (#131), dream-library (#46)",read,,,,1,,,0,,,,,
23237460,"I Heart Logs: Event Data, Stream Processing, and Data Integration",Jay Kreps,"Kreps, Jay",,"=""1491909382""","=""9781491909386""",3,3.85,O'Reilly Media,Paperback,60,2014,2014,2017/07/12,2017/03/25,"e-book, o-reilly, short-reads, technical","e-book (#62), o-reilly (#30), short-reads (#116), technical (#63)",read,,,,1,,,0,,,,,
11994786,Are Prisons Obsolete?,Angela Y. Davis,"Davis, Angela Y.",,"=""1609801040""","=""9781609801045""",4,4.55,Seven Stories Press,ebook,128,2011,2003,,2018/05/10,"on-kindle, short-reads","on-kindle (#128), short-reads (#129)",read,,,"According to English common law, marriage resulted in a state of civil death, as symbolized by the wife's assumption of the husband's name.",1,,,0,,,,,
19280190,The Quick And Easy Way To Effective Speaking,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,3.98,Ebury Digital,Kindle Edition,227,2011,1962,,2018/05/07,currently-reading,currently-reading (#13),currently-reading,,,,1,,,0,,,,,
25524744,The Room on the Roof,Ruskin Bond,"Bond, Ruskin",,"=""0143333380""","=""""",4,4.12,Penguin Books Limited,Paperback,208,2014,1956,2018/05/05,2018/05/04,short-reads,short-reads (#128),read,,,,1,,,0,,,,,
21561545,The Compound Effect,Darren Hardy,"Hardy, Darren",,"=""1593157142""","=""9781593157142""",3,4.26,Vanguard Press,ebook,195,2014,2010,2018/05/03,2018/05/01,on-kindle,on-kindle (#127),read,,,,1,,,0,,,,,
30308115,Ayyankali: A Dalit Leader Of Organic Protest,M. Nisar,"Nisar, M.",Meena Kandasamy,"=""8190388762""","=""9788190388764""",4,4.21,Other Books,Paperback,103,2013,,,2018/04/23,short-reads,short-reads (#127),read,,,,1,,,0,,,,,
35118201,"When I Hit You: Or, a Portrait of the Writer as a Young Wife",Meena Kandasamy,"Kandasamy, Meena",,"=""9386228300""","=""9789386228307""",4,4.11,Juggernaut Publication,Hardcover,272,2017,2017,2018/04/22,2018/04/22,short-reads,short-reads (#126),read,,,,1,,,0,,,,,
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Lê Chu Cầu,"=""""","=""""",5,4.04,Bantam Books,Mass Market Paperback,152,1981,1922,2012/07/12,2012/07/11,"on-kindle, short-reads, dream-library","on-kindle (#38), short-reads (#59), dream-library (#45)",read,,,,1,,,0,,,,,
8464670,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,"Hsieh, Tony",,"=""044657631X""","=""9780446576314""",4,4.02,Business Plus,ebook,272,2010,2010,2017/10/15,2017/09/25,"on-kindle, dream-library","on-kindle (#103), dream-library (#44)",read,,,,1,,,0,,,,,
23013953,Gut: The Inside Story of Our Body’s Most Underrated Organ,Giulia Enders,"Enders, Giulia",Jill Enders,"=""1771641495""","=""9781771641494""",4,4.04,Greystone Books,Paperback,273,2015,2014,2018/03/23,2018/03/10,"on-kindle, dream-library","on-kindle (#116), dream-library (#42)",read,"Generally, when I read a medical book, I have the feeling I have all the sickness described in the book. So I avoid medical books. But this book is different.<br/><br/>Its written for a layman accompanied with illustrations which makes the concepts easier to understand. However, there are few sections which I was not able to grasp.<br/><br/>Overall its an informative and nice read.",,Cleaning does not mean annihilating all bacteria. Cleanliness is a healthy balance of sufficient good bacteria and a few bad ones.<br/><br/>Do not take antibiotics unless it is really necessary.<br/><br/>Every culture in the world includes traditional dishes that rely on the help of microbes for their preparation.,1,,,0,,,,,
33449,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries,"Ries, Al",Jack Trout,"=""0887306667""","=""9780887306662""",4,4.04,Harper Business,Paperback,143,1994,1993,2016/10/01,2016/09/27,"e-book, short-reads","e-book (#53), short-reads (#113)",read,,,,1,,,0,,,,,
4909118,The Greatness Guide: The 10 Best Lessons Life Has Taught Me,Robin S. Sharma,"Sharma, Robin S.",,"=""8179925765""","=""9788179925768""",4,4.07,,Paperback,240,2008,2006,2013/06/23,2013/06/18,on-kindle,on-kindle (#55),read,,,,1,,,1,,,unspecified,,
7810153,I Will Teach You to Be Rich,Ramit Sethi,"Sethi, Ramit",,"=""0761156313""","=""9780761156314""",4,4.10,Workman Publishing,ebook,274,2009,2009,2017/02/23,2017/02/22,"on-kindle, short-reads, investopedia, personal-finance, dream-library","on-kindle (#93), short-reads (#114), investopedia (#9), personal-finance (#3), dream-library (#40)",read,,,,1,,,0,,,,,
12609432,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""0679603859""","=""9780679603856""",4,4.11,Random House,ebook,313,2012,2012,2014/05/28,2014/05/27,"on-kindle, dream-library","on-kindle (#68), dream-library (#39)",read,,,,1,,,0,,,,,
596633,India's Struggle for Independence,Bipan Chandra,"Chandra, Bipan","Mridula Mukherjee, Aditya Mukherjee, K.N. Panikkar, Sucheta Mahajan","=""0140107819""","=""9780140107814""",3,4.10,Penguin Books,Paperback,600,2012,1987,2015/10/26,2015/10/04,dream-library,dream-library (#38),read,The author seems more biased towards INC. Other than that the book was a masterpiece.,,,1,,,1,,Blossoms,Good,,
6952423,I Am Ozzy,Ozzy Osbourne,"Osbourne, Ozzy",Chris Ayres,"=""0446569895""","=""9780446569897""",4,4.01,Grand Central Publishing,Hardcover,391,2010,2009,2013/11/03,2013/10/31,"on-kindle, dream-library","on-kindle (#58), dream-library (#37)",read,,,,1,,,0,,,,,
11715062,கி.மு - கி.பி [Ki.Mu Ki.Pi],Madhan,"Madhan, Madhan",மதன்,"=""8183681182""","=""9788183681186""",4,4.04,கிழக்கு பதிப்பகம்,Paperback,192,2009,2006,2016/07/20,2016/07/16,thamizh,thamizh (#10),read,,,,1,,,0,,,,,
2181551,The Meaning of It All,Richard P. Feynman,"Feynman, Richard P.",,"=""0141031441""","=""9780141031446""",4,4.03,Penguin Group,Paperback,133,2007,1998,2016/04/04,2016/04/02,just-books,just-books (#16),read,,,,1,,,0,,,,,
13426082,How Will You Measure Your Life?,Clayton M. Christensen,"Christensen, Clayton M.","James Allworth, Karen Dillon","=""0062102419""","=""9780062102416""",4,4.05,Harper Business,Hardcover,221,2012,2012,2017/09/22,2017/08/14,"on-kindle, dream-library","on-kindle (#101), dream-library (#36)",read,Self help book for the business graduates. The author explains stuff with examples from the business world.,,,1,,,0,,,,,
136116,The Scarlet Pimpernel,Emmuska Orczy,"Orczy, Emmuska",,"=""1576469239""","=""9781576469231""",4,4.05,Quiet Vision Pub,Paperback,182,2005,1905,,2011/04/24,,,read,,,,1,,,0,,,,,
6743598,The Elements of Investing,Burton G. Malkiel,"Malkiel, Burton G.",Charles D. Ellis,"=""0470528494""","=""9780470528495""",4,4.07,John Wiley & Sons,Hardcover,154,2009,2009,2016/07/22,2016/07/20,"e-book, short-reads","e-book (#51), short-reads (#14)",read,,,,1,,,0,,,,,
8875385,"Hardcore Zen: Punk Rock, Monster Movies and the Truth About Reality",Brad Warner,"Warner, Brad",,"=""""","=""""",4,3.95,,Kindle Edition,226,,1994,2012/09/02,2012/07/05,"on-kindle, dream-library","on-kindle (#22), dream-library (#35)",read,,,,1,,,0,,,,,
5458524,An Autobiography: The Story of My Experiments with Truth,Mahatma Gandhi,"Gandhi, Mahatma",Mahadev Desai,"=""""","=""""",4,4.06,Formax Publishing,Kindle Edition,272,2008,1927,2012/04/21,2012/04/07,"on-kindle, dream-library","on-kindle (#12), dream-library (#34)",read,,,,1,,,0,,,,,
19192467,Problem Solving 101: A simple book for smart people,Ken Watanabe,"Watanabe, Ken",,"=""""","=""""",4,4.12,Ebury Digital,Kindle Edition,128,2010,2007,2016/10/05,2016/09/24,on-kindle,on-kindle (#86),read,,,,1,,,0,,,,,
17660550,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""0316219258""","=""9780316219259""",4,4.11,"Little, Brown and Company",ebook,384,2013,2013,2017/08/13,2017/07/01,"on-kindle, dream-library","on-kindle (#98), dream-library (#33)",read,,,,1,,,0,,,,,
11221591,Black Holes and Baby Universes and Other Essays: And Other Essays,Stephen Hawking,"Hawking, Stephen",,"=""0307790452""","=""9780307790453""",4,4.15,Bantam,ebook,192,2011,1993,2016/12/18,2016/11/16,on-kindle,on-kindle (#90),read,,,,1,,,0,,,,,
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",4,4.14,Bantam Books,Mass Market Paperback,1061,2011,2005,2014/10/08,2014/09/23,"on-kindle, dream-library","on-kindle (#81), dream-library (#32)",read,,,,1,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.17,"Little, Brown and Company",Hardcover,309,2008,2008,2013/12/05,2013/10/13,"on-kindle, dream-library","on-kindle (#62), dream-library (#31)",read,,,,1,,,0,,,,,
180239,"How I Made $2,000,000 In The Stock Market",Nicolas Darvas,"Darvas, Nicolas",,"=""0818403969""","=""9780818403965""",4,4.19,Lyle Stuart,Paperback,197,2001,1960,2018/04/15,2018/04/14,"on-kindle, e-book, investopedia, short-reads, dream-library","on-kindle (#123), e-book (#68), investopedia (#10), short-reads (#125), dream-library (#30)",read,This book explains the box theory approach to buying and selling stocks. https://www.investopedia.com/terms/d/darvasboxtheory.asp<br/><br/>It's a techno-fundamental approach to stocks analysis.,,,1,,,0,,,,,
6910629,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0618706410""","=""9780618706419""",5,4.13,Mariner Books,Paperback,233,2009,1990,2013/05/28,2013/05/23,"on-kindle, dream-library","on-kindle (#49), dream-library (#29)",read,The first war story I read. Its surely a must read book.,,,1,,,0,,,,,
21800067,The Diary of a Young Girl,Anne Frank,"Frank, Anne",,"=""8183520642""","=""9788183520645""",5,4.16,Mahaveer Publishers,Paperback,299,2010,1947,2015/02/25,2015/02/19,dream-library,dream-library (#27),read,,,,1,,,1,,,Very good,,
7501515,Beyond the Sky and the Earth,Jamie Zeppa,"Zeppa, Jamie",,"=""110117420X""","=""9781101174203""",5,4.16,Riverhead Books,ebook,320,2000,1999,2014/10/23,2014/08/23,"bhutan, on-kindle, dream-library","bhutan (#2), on-kindle (#78), dream-library (#26)",read,,,,1,,,0,,,,,
88654,All Your Worth: The Ultimate Lifetime Money Plan,Elizabeth Warren,"Warren, Elizabeth",Amelia Warren Tyagi,"=""0743269888""","=""9780743269889""",4,4.14,Free Press,Paperback,304,2006,2005,2018/03/09,2017/12/24,"on-kindle, investopedia, personal-finance, dream-library","on-kindle (#115), investopedia (#8), personal-finance (#1), dream-library (#25)",read,This book will help you a lot of you are already in some financial trouble. And the book explains a approach to get things under control.,,,1,,,0,,,,,
13545449,One Up On Wall Street: How To Use What You Already Know To Make Money In The Market,Peter Lynch,"Lynch, Peter",John Rothchild,"=""1439126151""","=""9781439126158""",4,4.24,Simon  Schuster,ebook,304,2012,1988,2018/02/19,2017/02/20,"investopedia, on-kindle, dream-library","investopedia (#3), on-kindle (#113), dream-library (#24)",read,,,,1,,,0,,,,,
1032019,Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1596913991""","=""9781596913998""",4,4.20,Bloomsbury Publishing PLC,Hardcover,288,2007,2007,2013/11/10,2013/10/06,"on-kindle, dream-library","on-kindle (#59), dream-library (#23)",read,,,,1,,,0,,,,,
6054784,A Long Way Gone,Ishmael Beah,"Beah, Ishmael",,"=""""","=""""",5,4.12,,Kindle Edition,229,,2007,2012/04/29,2012/04/28,"on-kindle, dream-library","on-kindle (#14), dream-library (#22)",read,,,,1,,,0,,,,,
11514685,"The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind, Survive Everyday Parenting Struggles, and Help Your Family Thrive",Tina Payne Bryson,"Bryson, Tina Payne",,"=""0553907255""","=""9780553907254""",4,4.24,Delacorte Press,ebook,192,2011,2011,2018/04/10,2018/04/08,"on-kindle, parenting, short-reads","on-kindle (#122), parenting (#1), short-reads (#124)",read,"This book focuses on the years from birth to twelve, centering especially on toddlers, school-age kids, and preteens.",,,2,,,0,,,,,
4865,How to Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale","ریحانه جعفری, پروین قائمی","=""""","=""""",4,4.21,Gallery Books,Paperback,288,1998,1936,2011/07/03,2011/06/16,dream-library,dream-library (#21),read,"Nice read. I never thought a book wrote in 1930's will be of relevance now. But Dale Carnegie proved it.<br/><br/>The only problem I found was, book has a lot of examples for each topic and most of the examples revolve around American history and american business men.",,,1,,,0,,,,,
6631898,Cat's Cradle ,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0141045442""","=""9780141045443""",4,4.16,Penguin Group (Australia),Paperback,206,2009,1963,2013/12/08,2013/12/05,dream-library,dream-library (#20),read,,,,1,,,0,,,,,
22856316,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""080413930X""","=""9780804139304""",4,4.17,Crown Business,ebook,224,2014,2014,2016/12/09,2016/12/08,"on-kindle, dream-library","on-kindle (#89), dream-library (#19)",read,,,,1,,,0,,,,,
23546676,Digital Gold: Bitcoin and the Inside Story of the Misfits and Millionaires Trying to Reinvent Money,Nathaniel Popper,"Popper, Nathaniel",,"=""0062362496""","=""9780062362490""",4,4.16,Harper,Hardcover,416,2015,2015,2018/02/26,2017/02/18,"on-kindle, dream-library","on-kindle (#114), dream-library (#17)",read,,,The most fundamental rule of Bitcoin was the democratic principle that the blockchain with the most support was the official one.<br/><br/>Privacy in an open society requires anonymous transaction systems.<br/><br/>Bitcoin provides a glimpse of where we might be when the government inevitably stops printing the faces of dead presidents on expensive paper.,1,,,0,,,,,
22313572,"The Education of a Value Investor: My Transformative Quest for Wealth, Wisdom, and Enlightenment",Guy Spier,"Spier, Guy",,"=""1137471247""","=""9781137471246""",4,4.23,St. Martin's Press,ebook,224,2014,2015,2018/02/04,2017/12/24,"investopedia, on-kindle, short-reads","investopedia (#7), on-kindle (#111), short-reads (#121)",read,,,"Key takeaways:<br/><br/>1. Check stock prices as infrequently as possible.<br/>2. If someone tries to sell you something, don't buy it.<br/>3. Gather investment research in the right order.<br/>4. If a stock tumbles after you it, don't sell it for two years. Before buying any stock, make sure you like it enough to hold on for at least two years, even if the price halves right after you buy it.",1,,,0,,,,,
10754945,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Richard P. Feynman,"Feynman, Richard P.","Robert B. Leighton, Matthew L. Sands","=""0465025293""","=""9780465025299""",4,4.21,Basic Books (AZ),ebook,215,2014,1962,2017/08/27,2016/12/18,"on-kindle, short-reads, dream-library","on-kindle (#99), short-reads (#117), dream-library (#16)",read,,,,1,,,0,,,,,
7103907,A Briefer History of Time,Stephen Hawking,"Hawking, Stephen",Leonard Mlodinow,"=""0307417840""","=""9780307417848""",5,4.23,Bantam,ebook,,2007,1988,2016/12/05,2016/11/16,on-kindle,on-kindle (#88),read,,,,1,,,0,,,,,
23618984,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",,"=""""","=""""",4,4.14,,ebook,72,2011,1918,2016/07/14,2016/06/18,"e-book, ibooks","e-book (#50), ibooks (#1)",read,,,,1,,,0,,,,,
1101680,Malgudi Days,R.K. Narayan,"Narayan, R.K.",,"=""""","=""""",5,4.22,South Asia Books,Paperback,365,1982,1943,2012/12/23,2012/12/26,"indian-authors, dream-library","indian-authors (#8), dream-library (#15)",read,,,,1,,,0,,,,,
634583,Wings of Fire: An Autobiography,A.P.J. Abdul Kalam,"Kalam, A.P.J. Abdul",Arun Tiwari,"=""8173711461""","=""9788173711466""",4,4.22,Universities Press,Paperback,180,2011,1999,2015/01/09,2014/12/28,indian-authors,indian-authors (#1),read,,,,1,,,0,,,,,
20960082,The Bogleheads' Guide to Investing,Taylor Larimore,"Larimore, Taylor","Mel Lindauer, Michael LeBoeuf, John C. Bogle  Jr.","=""1118922360""","=""9781118922361""",4,4.29,Wiley,ebook,336,2014,2006,2018/01/11,2017/12/24,"investopedia, on-kindle, dream-library","investopedia (#2), on-kindle (#107), dream-library (#14)",read,Few chapters are specific to US market.,,,1,,,0,,,,,
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",4,4.21,Ecco,Hardcover,392,2015,2015,2017/01/05,2016/08/10,"on-kindle, dream-library","on-kindle (#91), dream-library (#13)",read,,,,1,,,0,,,,,
2654,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",5,4.27,Harper Perennial Modern Classics,Paperback,323,2005,1960,2013/12/25,2013/12/05,dream-library,dream-library (#12),read,,,,1,,,0,,,,,
2181552,What Do You Care What Other People Think? Further Adventures of a Curious Character,Richard P. Feynman,"Feynman, Richard P.",,"=""0141030887""","=""9780141030883""",4,4.11,Penguin Books,Paperback,255,2007,1988,2015/12/13,2013/11/21,"just-books, dream-library","just-books (#9), dream-library (#11)",read,,,,1,,,0,,,,,
11737840,Millionaire Teacher: The Nine Rules of Wealth You Should Have Learned in School,Andrew Hallam,"Hallam, Andrew",,"=""0470830069""","=""9780470830062""",4,4.31,Wiley,Paperback,184,2011,2011,2017/12/31,2017/12/24,"investopedia, on-kindle, personal-finance","investopedia (#4), on-kindle (#105), personal-finance (#2)",read,,,"Don't be impressed by the historical returns of any actively managed mutual fund. Choosing to invest in a fund, based on its past performance, is one of the silliest things an investor can do.",1,,,0,,,,,
12889071,The Book: On the Taboo Against Knowing Who You Are,Alan W. Watts,"Watts, Alan W.",,"=""""","=""""",4,4.19,,Kindle Edition,178,,1966,2012/11/20,2012/11/19,on-kindle,on-kindle (#25),read,,,,1,,,0,,,,,
9373356,Taking the Leap: Freeing Ourselves from Old Habits and Fears,Pema Chödrön,"Chödrön, Pema",,"=""""","=""9780834821019""",4,4.13,Shambhala Publications,ebook,87,2010,2009,2016/09/19,2016/09/11,,,read,,,,1,,,0,,,,,
13510813,Grandma's Bag of Stories,Sudha Murty,"Murty, Sudha",Priya Kuriyan,"=""0143332023""","=""9780143332022""",3,4.31,Puffin Books,Paperback,178,2012,2012,2014/07/27,2014/07/16,indian-authors,indian-authors (#3),read,,,,1,,,0,,,,,
17364,"Surely You're Joking, Mr. Feynman!",Richard P. Feynman,"Feynman, Richard P.",,"=""009917331X""","=""9780099173311""",4,4.24,Vintage,Paperback,350,2006,1985,2017/08/03,2017/08/03,dream-library,dream-library (#10),read,,,,1,,Prashant Ghabak,0,,,,,
136538,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Irene Testot-Ferry,"=""1853261580""","=""9781853261589""",5,4.31,Wordsworth Editions Limited,Paperback,112,1995,1943,2012/05/12,2011/08/23,"on-kindle, short-reads","on-kindle (#40), short-reads (#46)",read,,,,1,,Alenka,0,,,,,
1611810,The Blue Umbrella,Ruskin Bond,"Bond, Ruskin",,"=""""","=""""",5,4.27,Rupa Publications,Paperback,83,,1980,2017/03/02,2016/09/30,"on-kindle, short-reads","on-kindle (#95), short-reads (#7)",read,,,,1,,,0,,,,,
985870,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""0002247399""","=""9780002247399""",5,4.31,Harper Voyager,Hardcover,1016,2011,2011,2014/12/14,2014/10/29,"on-kindle, dream-library","on-kindle (#79), dream-library (#9)",read,,,,1,,,0,,,,,
4373,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,"Ung, Loung",,"=""0060856262""","=""9780060856267""",4,4.24,Harper Perennial,Paperback,238,2006,2000,2013/05/06,2013/04/22,"on-kindle, dream-library","on-kindle (#28), dream-library (#8)",read,,,,1,,,0,,,,,
1160126,Mission India,A.P.J. Abdul Kalam,"Kalam, A.P.J. Abdul",,"=""0143334999""","=""9780143334996""",4,4.31,India Puffin,Paperback,104,2015,2005,2015/09/27,2014/06/30,"indian-authors, short-reads","indian-authors (#13), short-reads (#24)",read,,,,1,,,1,,,Brand new,,
12420653,The Zen Teaching of Bodhidharma,Bodhidharma,"Bodhidharma, Bodhidharma",Red Pine,"=""1429952768""","=""9781429952767""",3,4.35,North Point Press,ebook,144,2009,1986,2014/07/29,2014/07/27,"on-kindle, short-reads","on-kindle (#74), short-reads (#98)",read,,,,1,,,0,,,,,
10406417,India After Gandhi: The History of the World's Largest Democracy,Ramachandra Guha,"Guha, Ramachandra",,"=""0330505548""","=""9780330505543""",5,4.38,Picador,Paperback,898,2008,2007,2017/11/22,2015/12/03,dream-library,dream-library (#7),read,,,,1,,,0,,,,,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",5,4.40,Bantam,Paperback,969,2002,1998,2014/06/23,2014/04/13,"on-kindle, dream-library","on-kindle (#70), dream-library (#6)",read,,,,1,,,0,,,,,
6984678,A Game of Thrones (A Song of Ice and Fire #1),George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.44,Bantam,ebook,780,2003,1996,2014/04/13,2014/03/22,"on-kindle, dream-library","on-kindle (#65), dream-library (#4)",read,,,,1,,,0,,,,,
